mucopolysaccharide	mucopolysaccharides
sodalite	sodalites
sodality	sodalities
soddy	soddies
sodomite	sodomites
sofa	sofaed|sofas|sofaing
soffit	soffits
soft	softs|softest|softer
softa	softas
softener	softeners
softening	softenings
softhead	softheads
softie	softies
softy	softies
sogginess	sogginesses
soggy	soggiest|soggier
soh	sohs
soil	soils|soiling|soiled
soiling	soilings
soilure	soilures
soiree	soirees
soirée	soirées
sojourn	sojourns|sojourning|sojourned
sojourner	sojourners
solace	solaced|solacing|solaces
solan	solans
solanum	solanums
solar	solars
solarimeter	solarimeters
solarise	solarised|solarising|solarises
solarize	solarizes|solarized|solarizing
soldan	soldans
soldanella	soldanellas
solderer	solderers
soldier	soldiered|soldiers|soldiering
soldiering	soldierings
soldiership	soldierships
soldiery	soldieries
sole	soling|soles|soled
solecism	solecisms
solecist	solecists
solemnise	solemnised|solemnises|solemnising
solemnize	solemnizes|solemnized|solemnizing
solemnizer	solemnizers
solenette	solenettes
solenoid	solenoids
solepiece	solepieces
soleplate	soleplates
soler	solers
solicitant	solicitants
solicitor	solicitors
solicitorship	solicitorships
solidarist	solidarists
solidifier	solidifiers
solidify	solidifying|solidified|solidifies
solidungulate	solidungulates
solifidian	solifidians
solifluction	solifluctions
soliloquise	soliloquises|soliloquising|soliloquised
soliloquist	soliloquists
soliloquize	soliloquizing|soliloquizes|soliloquized
soliloquy	soliloquies|soliloquying|soliloquied
soliped	solipeds
solipsist	solipsists
sollar	sollared|sollaring|sollars
solo	soloed|solos|soloing|soloes
soloist	soloists
solon	solons
solstice	solstices
solubilize	solubilizing|solubilizes|solubilized
solute	solutes|soluted|soluting
solutionist	solutionists
solve	solved|solving|solves
solver	solvers
somatome	somatomes
somatopathy	somatopathies
somatopleure	somatopleures
somatotype	somatotypes|somatotyped|somatotyping
somber	somberest|somberer
sombre	sombres|sombring|sombred
sombrero	sombreros
somebody	somebodies
someone	someones
someplace	someplaces
somersault	somersaults|somersaulting|somersaulted
somerset	somersets
something	somethinging|somethinged|somethings
somewhere	somewheres
somite	somites
sommelier	sommeliers|sommeliering|sommeliered
somnambulant	somnambulants
somnambulate	somnambulating|somnambulated|somnambulates
somnambulist	somnambulists
somniloquist	somniloquists
son	sonning|sonned|sons
sonant	sonants
sonar	sonars
sonata	sonatas
sonatina	sonatinas
sonde	sondes
sone	sones
song	songs
songsmith	songsmiths
songster	songsters
songstress	songstresses
songwriter	songwriters
sonnet	sonneting|sonneted|sonnets
sonneteer	sonneteered|sonneteering|sonneteers
sonny	sonnies
sonobuoy	sonobuoys
sonograph	sonographs
sonometer	sonometers
sonship	sonships
soon	soonest|sooner
sooterkin	sooterkins
sooth	soothest|soother
soothe	soothing|soothes|soothed
soother	soothering|soothers|soothered
soothing	soothings
soothsay	soothsaid|soothsays|soothsaying
soothsayer	soothsayers
soothsaying	soothsayings
sootiness	sootinesses
sooty	sooties|sootying|sootier|sootiest|sootied
sop	sops|sopped|sopping
sophist	sophists
sophister	sophisters
sophisticate	sophisticating|sophisticated|sophisticates
sophomore	sophomores
sophora	sophoras
sopor	sopors
soporific	soporifics
soppy	soppiest|soppier
sora	soras
sorb	sorbed|sorbing|sorbs
sorbate	sorbates
sorbefacient	sorbefacients
sorbent	sorbents
sorceress	sorceresses
sordid	sordider|sordidest
sordine	sordines
sore	sored|sorest|soring|sorer|sores
soricine	soricines
sorner	sorners
sorority	sororities
sorrower	sorrowers
sorrowing	sorrowings
sorry	sorriest|sorrier
sort	sorts|sorted|sorting
sortable	sortables
sorter	sorters
sortie	sorties|sortying|sortied
sot	sotting|sots|sotted
soteriology	soteriologies
sou	sous
soubrette	soubrettes
soubriquet	soubriquets
souffle	souffles
sough	soughing|soughed|soughs
souk	souks
soulful	soulfuls
sound	soundest|sounds|sounder|sounded|sounding
sounder	sounders
sounding	soundings
soup	souped|soups|souping
soupcon	soupcons
soupspoon	soupspoons
soupy	soupier|soupiest
sour	souring|soured|sourest|sours|sourer
source	sources|sourced|sourcing
sourdine	sourdines
sourpuss	sourpusses
soursop	soursops
souse	soused|souses|sousing
soutache	soutaches
soutane	soutanes
souteneur	souteneurs
souter	souters
souterrain	souterrains
southeast	southeasts
southeaster	southeasters
southeasterly	southeasterlies
souther	southers|southered|southering
southerly	southerlies
southern	southerns
southerner	southerners
southernise	southernised|southernising|southernises
southernize	southernized|southernizes|southernizing
southing	southings
southland	southlands
southpaw	southpaws
southron	southrons
southwesterly	southwesterlies
souvenir	souveniring|souvenired|souvenirs
sovereign	sovereigning|sovereigned|sovereigns
soviet	soviets
sow	sows|sowed|sown|sowing
sowback	sowbacks
sowbelly	sowbellies
sowbread	sowbreads
sower	sowerest|sowers|sowerer
sowing	sowings
spa	spas
space	spacing|spaced|spaces
spaceband	spacebands
spacebar	spacebars
spaceport	spaceports
spacer	spacers
spaceship	spaceships
spacewalk	spacewalks|spacewalked|spacewalking
spackling	spacklings
spade	spading|spades|spaded
spader	spaders
spadger	spadgers
spadille	spadilles
spading	spadings
spae	spaes|spaed|spaeing
spahee	spahees
spahi	spahis
spall	spalled|spalls|spalling
spalling	spallings
spalpeen	spalpeens
spam	spammed|spamming|spams
span	spanning|spanned|spans
spandrel	spandrels
spangle	spangles|spangling|spangled
spangling	spanglings
spangly	spangliest|spanglier
spaniel	spanielling|spaniels|spanielled
spanish	spanished|spanishing|spanishes
spank	spanked|spanks|spanking
spanker	spankers
spanking	spankings
spanner	spanners
spanning	spannings
spar	spars|sparring|sparred
sparable	sparables
sparadrap	sparadraps
spare	sparest|spared|spares|sparer|sparing
sparerib	spareribs
sparge	sparged|sparging|sparges
sparger	spargers
sparing	sparings
spark	sparked|sparking|sparks
sparker	sparkers
sparking	sparkings
sparkle	sparkled|sparkling|sparkles
sparkler	sparklers
sparklet	sparklets
sparkling	sparklings
sparky	sparkies|sparkiest|sparkier
sparling	sparlings
sparoid	sparoids
sparrow	sparrows
sparse	sparsed|sparsing|sparser|sparsest|sparses
spasm	spasmed|spasms|spasming
spasmodic	spasmodics
spasmolytic	spasmolytics
spastic	spastics
spatchcock	spatchcocked|spatchcocks|spatchcocking
spate	spates
spathe	spathes
spatter	spatters|spattering|spattered
spattle	spattles
spatulate	spatulates|spatulating|spatulated
spatulation	spatulations
spatule	spatules
spawner	spawners
spawning	spawnings
spay	spays|spayed|spaying
spaying	spayings
speak	spoken|spoke|speaking|speaks
speaker	speakers
speakership	speakerships
speaking	speakings
spear	spears|speared|spearing
spearfish	spearfishes|spearfishing|spearfished
speargun	spearguns
spearhead	spearheads|spearheading|spearheaded
spearmint	spearmints
spec	speccing|specced|specs
special	specialing|specials|specialed
specialisation	specialisations
specialise	specialising|specialises|specialised
specialist	specialists
speciality	specialities
specialize	specialized|specializing|specializes
specific	specifics
specificity	specificities
specify	specifies|specified|specifying
speck	specks|specked|specking
speckle	speckled|speckles|speckling
spectacle	spectacles
spectacular	spectaculars
spectate	spectates|spectating|spectated
spectator	spectators
spectatress	spectatresses
spectre	spectres
spectrogram	spectrograms
spectrograph	spectrographs
spectroheliogram	spectroheliograms
spectroheliograph	spectroheliographs
spectrometer	spectrometers
spectrophotometer	spectrophotometers
spectropolarimeter	spectropolarimeters
spectroradiometer	spectroradiometers
spectroscope	spectroscopes
speculate	speculates|speculating|speculated
speculator	speculators
speech	speeches|speeching|speeched
speechifier	speechifiers
speechify	speechified|speechifies|speechifying
speechlessness	speechlessnesses
speed	speeding|sped|speeds
speeder	speeders
speedo	speedos
speedster	speedsters
speedwell	speedwells
speedy	speedier|speedying|speedied|speedies|speediest
speer	speers|speered|speering
speleologist	speleologists
spelican	spelicans
spell	spelling|spells|spelled
spellbind	spellbinds|spellbinding|spellbound
spellbinder	spellbinders
spellcheck	spellchecking|spellchecks|spellchecked
spelunker	spelunkers
spencer	spencers
spend	spent|spends|spending
spender	spenders
spendthrift	spendthrifts
sperling	sperlings
spermaphore	spermaphores
spermaphyte	spermaphytes
spermary	spermaries
spermatocele	spermatoceles
spermatocyst	spermatocysts
spermatocyte	spermatocytes
spermatologist	spermatologists
spermatophore	spermatophores
spermatophyte	spermatophytes
spermatozoan	spermatozoans
spermatozoid	spermatozoids
spermicide	spermicides
spermiduct	spermiducts
spermiogram	spermiograms
spermophyte	spermophytes
spessartite	spessartites
spew	spews|spewed|spewing
spewing	spewings
sphacelate	sphacelated|sphacelates|sphacelating
sphagnum	sphagnums
sphenogram	sphenograms
sphenoid	sphenoids
sphere	sphering|sphered|spheres
spheric	spherics
spherocrystal	spherocrystals
spheroid	spheroids
spheroidal	spheroidals
spheroidize	spheroidizing|spheroidized|spheroidizes
spherometer	spherometers
sphincter	sphincters
sphincterotomy	sphincterotomies
sphinx	sphinxes|sphinxed|sphinxing
sphygmogram	sphygmograms
sphygmograph	sphygmographs
sphygmomanometer	sphygmomanometers
sphygmometer	sphygmometers
sphygmophone	sphygmophones
sphygmoscope	sphygmoscopes
sphynx	sphynxes
spice	spicing|spiced|spices
spicebush	spicebushes
spiciness	spicinesses
spiculate	spiculated|spiculates|spiculating
spicule	spicules
spicy	spiciest|spicier
spiderweb	spiderwebbing|spiderwebs|spiderwebbed
spiel	spieled|spieling|spiels
spier	spiers
spifflicate	spifflicating|spifflicated|spifflicates
spiffy	spiffies|spiffier|spiffiest
spiflicate	spiflicated|spiflicates|spiflicating
spigot	spigoted|spigoting|spigots
spike	spikes|spiked|spiking
spikelet	spikelets
spiker	spikers
spiking	spikings
spiky	spikier|spikiest
spile	spiled|spiling|spiles
spiling	spilings
spill	spilling|spilled|spills
spiller	spillers
spillikin	spillikins
spillway	spillways
spilth	spilths
spin	spins|spinning|spun
spinal	spinals
spination	spinations
spindle	spindled|spindles|spindling
spindling	spindlings
spindly	spindliest|spindlier
spine	spines
spinelet	spinelets
spinet	spinets
spinifex	spinifexes
spinnaker	spinnakers
spinner	spinners
spinneret	spinnerets
spinnery	spinneries
spinney	spinneys
spinode	spinodes
spinoff	spinoffs
spinor	spinors
spinster	spinsters
spinstress	spinstresses
spinulation	spinulations
spinule	spinules
spiny	spinies|spinier|spiniest
spiracle	spiracles
spiraea	spiraeas
spiral	spirals|spiraling|spiraled
spire	spiring|spired|spires
spirea	spireas
spireme	spiremes
spiritualise	spiritualised|spiritualises|spiritualising
spiritualist	spiritualists
spiritualize	spiritualizing|spiritualized|spiritualizes
spirochaete	spirochaetes
spirogram	spirograms
spirograph	spirographs
spirometer	spirometers
spirophore	spirophores
spirula	spirulas
spit	spitted|spits|spitting
spitball	spitballs|spitballed|spitballing
spitchcock	spitchcocking|spitchcocked|spitchcocks
spite	spiting|spites|spited
spiteful	spitefullest|spitefuller
spitfire	spitfires
spitpoison	spitpoisons
spitter	spitters
spitting	spittings
spittle	spittles|spittling|spittled
spittoon	spittoons
spiv	spivs
splanchnicectomy	splanchnicectomies
splanchnocranium	splanchnocraniums
splanchnopleure	splanchnopleures
splanchnoskeleton	splanchnoskeletons
splash	splashing|splashed|splashes
splashdown	splashdowns
splasher	splashers
splashing	splashings
splashy	splashiest|splashier
splat	splatted|splatting|splats
splay	splayed|splaying|splays
splaying	splayings
spleenwort	spleenworts
splenectomy	splenectomies
splenetic	splenetics
splenial	splenials
splenocele	splenoceles
splenotomy	splenotomies
splice	splicing|splices|spliced
splicer	splicers
splicing	splicings
spline	splines|splined|splining
splint	splints|splinted|splinting
splinter	splintered|splintering|splinters
splintering	splinterings
split	splits|splitting
splitter	splitters
splitting	splittings
splodge	splodged|splodges|splodging
splosh	sploshing|sploshed|sploshes
splotch	splotching|splotches|splotched
splotchy	splotchiest|splotchier
splurge	splurged|splurging|splurges
splutter	splutters|spluttering|spluttered
splutterer	splutterers
spluttering	splutterings
spoil	spoiling|spoiled|spoils
spoiler	spoilered|spoilering|spoilers
spoke	spoking|spokes|spoked
spokeshave	spokeshaved|spokeshaves|spokeshaving
spoliate	spoliating|spoliates|spoliated
spoliator	spoliators
spondee	spondees
spondyl	spondyls
spondyle	spondyles
spondylitic	spondylitics
sponge	sponges|sponging|sponged
sponger	spongers
spongin	spongins
sponging	spongings
spongioblast	spongioblasts
spongiocyte	spongiocytes
spongy	spongiest|spongier
sponson	sponsons|sponsoning|sponsoned
spontoon	spontoons
spoofer	spoofers
spook	spooking|spooked|spooks
spooky	spookier|spookiest
spool	spools|spooling|spooled
spooler	spoolers
spooling	spoolings
spoon	spooned|spooning|spoons
spooner	spoonering|spooners|spoonered
spooney	spoonier|spooniest|spooneys
spoony	spoonies|spooniest|spoonier
sporangiophore	sporangiophores
spore	spored|spores|sporing
sporeling	sporelings
sporicide	sporicides
sporoblast	sporoblasts
sporocyst	sporocysts
sporophore	sporophores
sporophyl	sporophyls
sporophyll	sporophylls
sporophyte	sporophytes
sporozoan	sporozoans
sporozoite	sporozoites
sporran	sporrans
sporting	sportings
sportive	sportives
sportscast	sportscasts
sportscaster	sportscasters
sporty	sportier|sportiest
sporulate	sporulates|sporulating|sporulated
sporule	sporules
spot	spots|spotted|spotting
spotlight	spotlighted|spotlighting|spotlights
spotter	spotters
spotting	spottings
spotty	spottiest|spotties|spottier
spousal	spousals
spouse	spouses|spoused|spousing
spout	spouting|spouts|spouted
spouter	spouters
spouting	spoutings
spraddle	spraddles|spraddling|spraddled
sprag	sprags|spragging|spragged
sprain	sprained|sprains|spraining
sprayboard	sprayboards
sprayer	sprayers
spraying	sprayings
spread	spreading|spreads
spreadable	spreadables
spreader	spreaders
spreading	spreadings
spreadsheet	spreadsheeting|spreadsheets|spreadsheeted
spree	sprees|spreed|spreeing
sprig	sprigs|sprigged|sprigging
sprigging	spriggings
spright	sprights|sprighted|sprighting
sprightly	sprightliest|sprightlier
spring	sprang|sprung|springs|springing
springal	springals
springald	springalds
springback	springbacks
springbuck	springbucks
springe	springes|springed|springing
springer	springers
springhead	springheads
springlet	springlets
springline	springlines
springtail	springtails
springtide	springtides
springy	springiest|springier
sprinkle	sprinkled|sprinkles|sprinkling
sprinkling	sprinklings
sprint	sprints|sprinting|sprinted
sprinter	sprinters
sprit	spritting|sprits|spritted
spritsail	spritsails
sprocket	sprockets
sprog	sprogging|sprogged|sprogs
sprout	sprouting|sprouts|sprouted
sprouting	sproutings
spruce	sprucest|sprucing|spruces|sprucer|spruced
sprue	sprues|spruing|sprued
spruiker	spruikers
spruit	spruits
spry	sprier|spriest
spud	spuds|spudded|spudding
spudding	spuddings
spuddle	spuddles|spuddled|spuddling
spue	spued|spuing|spues
spume	spuming|spumed|spumes
spumy	spumiest|spumier
spunge	spunging|spunged|spunges
spunky	spunkiest|spunkier
spur	spurring|spurs|spurred
spurdog	spurdogs
spurge	spurges|spurged|spurging
spurn	spurns|spurning|spurned
spurner	spurners
spurrier	spurriers
spurt	spurting|spurted|spurts
spurtle	spurtles|spurtling|spurtled
sputnik	sputniks
sputterer	sputterers
spy	spies|spying|spied
spyglass	spyglasses
spyhole	spyholes
squab	squabbed|squabs|squabbing
squabble	squabbles|squabbled|squabbling
squabbler	squabblers
squacco	squaccos
squad	squadding|squadded|squads
squaddie	squaddies
squaddy	squaddies
squailer	squailers
squalid	squalids|squalider|squalidest
squall	squalls|squalling|squalled
squaller	squallers
squaloid	squaloids
squamate	squamates
squame	squames
squamosal	squamosals
squanderer	squanderers
squandering	squanderings
square	squarest|squarer|squares|squaring|squared
squarehead	squareheads
squarer	squarers
squaring	squarings
squarson	squarsons
squash	squashed|squashes|squashing
squashiness	squashinesses
squashing	squashings
squashy	squashiest|squashier
squat	squattest|squatter|squats
squatter	squatters
squatty	squattiest|squattier
squaw	squaws
squawk	squawked|squawks|squawking
squeak	squeaks|squeaking|squeaked
squeaker	squeakers
squeaky	squeakier|squeakiest
squeal	squeals|squealed|squealing
squealer	squealers
squealing	squealings
squeegee	squeegeed|squeegees|squeegeeing
squeezable	squeezables
squeeze	squeezed|squeezing|squeezes
squeezer	squeezers
squeezing	squeezings
squelch	squelched|squelches|squelching
squelcher	squelchers
squeteague	squeteagues
squib	squibbing|squibbed|squibs
squid	squidded|squids|squidding
squidgy	squidgies|squidgiest|squidgier
squiffy	squiffiest|squiffier
squiggle	squiggling|squiggles|squiggled
squiggly	squiggliest|squigglier|squigglies
squilgee	squilgeed|squilgees|squilgeeing
squill	squills
squinch	squinched|squinches|squinching
squinny	squinnied|squinnying|squinnies
squint	squints|squinted|squinting
