A	As
ungültig	ungültiger|ungültigem|ungültiges|ungültigen|ungültige
ungünstig	ungünstige|ungünstigen|ungünstigem|ungünstiger|ungünstiges
unhaltbar	unhaltbarem|unhaltbare|unhaltbarer|unhaltbaren|unhaltbares
Unheil	Unheils
unheilvoll	unheilvollen|unheilvollem|unheilvolles|unheilvolle|unheilvoller
unheimlich	unheimliches|unheimlichem|unheimlichen|unheimliche|unheimlicher
Unhold	Unholds|Unholde|Unholden
unhygienisch	unhygienischen|unhygienisches|unhygienischem|unhygienischer|unhygienische
unhöflich	unhöfliche|unhöfliches|unhöflicher|unhöflichen|unhöflichem
Unhöflichkeit	Unhöflichkeiten
unhörbar	unhörbarer|unhörbares|unhörbaren|unhörbarem|unhörbare
Uniform	Uniformen
uninteressant	uninteressanter|uninteressanten|uninteressante|uninteressantes|uninteressantem
universal	universaler|universalem|universales|universalen|universale
Universität	Universitäten
Universum	Universen|Universums
Unke	Unken
unkeusch	unkeuscher|unkeusche|unkeuschem|unkeusches|unkeuschen
unklar	unklare|unklares|unklaren|unklarem|unklarer
Unklarheit	Unklarheiten
unklug	unkluges|unkluger|unklugen|unklugem|unkluge
unkompliziert	unkompliziertem|unkomplizierten|unkomplizierter|unkompliziertes|unkomplizierte
unkonventionell	unkonventionelles|unkonventionelle|unkonventioneller|unkonventionellem|unkonventionellen
Unkraut	Unkräutern|Unkrauts|Unkrautes|Unkräuter|Unkraute
unkritisch	unkritischen|unkritisches|unkritische|unkritischem|unkritischer
unlauter	unlautere|unlauteren|unlauteres|unlauterem|unlauterer
unlesbar	unlesbare|unlesbarem|unlesbares|unlesbarer|unlesbaren
unleserlich	unleserlicher|unleserlichen|unleserliche|unleserlichem|unleserliches
unleugbar	unleugbare|unleugbaren|unleugbarem|unleugbares|unleugbarer
unlieb	unlieber|unliebem|unliebe|unlieben|unliebes
unlustig	unlustiges|unlustige|unlustigem|unlustigen|unlustiger
Unmenge	Unmengen
Unmensch	Unmenschen
unmenschlich	unmenschlichem|unmenschliches|unmenschlichen|unmenschlicher|unmenschliche
Unmenschlichkeit	Unmenschlichkeiten
unmittelbar	unmittelbares|unmittelbarem|unmittelbaren|unmittelbarer|unmittelbare
unmoralisch	unmoralischen|unmoralische|unmoralischem|unmoralisches|unmoralischer
unmotiviert	unmotiviertes|unmotivierter|unmotivierte|unmotivierten|unmotiviertem
Unmut	Unmutes|Unmute|Unmuts
unmündig	unmündigen|unmündiger|unmündiges|unmündige|unmündigem
unnachgiebig	unnachgiebiges|unnachgiebige|unnachgiebigem|unnachgiebigen|unnachgiebiger
unnahbar	unnahbarem|unnahbarer|unnahbares|unnahbare|unnahbaren
unnatürlich	unnatürliches|unnatürlichen|unnatürlicher|unnatürliche|unnatürlichem
unnötig	unnötiges|unnötigen|unnötige|unnötigem|unnötiger
unordentlich	unordentlicher|unordentliches|unordentliche|unordentlichem|unordentlichen
unorthodox	unorthodoxem|unorthodoxen|unorthodoxe|unorthodoxer|unorthodoxes
unparteiisch	unparteiischer|unparteiischem|unparteiischen|unparteiisches|unparteiische
unpassend	unpassendem|unpassende|unpassendes|unpassender|unpassenden
unpersönlich	unpersönliche|unpersönlichem|unpersönliches|unpersönlichen|unpersönlicher
unpolitisch	unpolitischer|unpolitisches|unpolitische|unpolitischem|unpolitischen
unpopulär	unpopulären|unpopulärem|unpopulärer|unpopuläres|unpopuläre
unpraktisch	unpraktische|unpraktischer|unpraktischem|unpraktischen|unpraktisches
unrasiert	unrasierten|unrasiertes|unrasierter|unrasierte|unrasiertem
unrealistisch	unrealistischem|unrealistisches|unrealistische|unrealistischen|unrealistischer
unrecht	unrechter|unrechten|unrechtes|unrechtem|unrechte
unrechtmäßig	unrechtmäßiges|unrechtmäßige|unrechtmäßiger|unrechtmäßigem|unrechtmäßigen
unredlich	unredlicher|unredlichem|unredliche|unredlichen|unredliches
unregelmäßig	unregelmäßige|unregelmäßigem|unregelmäßigen|unregelmäßiger|unregelmäßiges
Unregelmäßigkeit	Unregelmäßigkeiten
unreif	unreifem|unreife|unreifen|unreifer|unreifes
unrein	unreinem|unreines|unreinen|unreiner|unreine
Unreinheit	Unreinheiten
unrentabel	unrentabelen|unrentabele|unrentabeler|unrentabelem|unrentabeles
unrettbar	unrettbare|unrettbares|unrettbarem|unrettbarer|unrettbaren
unromantisch	unromantischen|unromantischem|unromantischer|unromantische|unromantisches
unruhig	unruhige|unruhigen|unruhiges|unruhiger|unruhigem
unrühmlich	unrühmlichen|unrühmlicher|unrühmliches|unrühmlichem|unrühmliche
unsachlich	unsachlicher|unsachliches|unsachlichen|unsachlichem|unsachliche
unsagbar	unsagbares|unsagbarem|unsagbare|unsagbarer|unsagbaren
unsanft	unsanfter|unsanften|unsanfte|unsanftem|unsanftes
unsauber	unsauberen|unsauberes|unsaubere|unsauberer|unsauberem
unscharf	unscharfen|unscharfer|unscharfem|unscharfes|unscharfe
unschuldig	unschuldige|unschuldiges|unschuldigem|unschuldiger|unschuldigen
unschädlich	unschädlichen|unschädlichem|unschädlicher|unschädliche|unschädliches
unschätzbar	unschätzbaren|unschätzbare|unschätzbarer|unschätzbares|unschätzbarem
unschön	unschönen|unschönes|unschönem|unschöner|unschöne
unseriös	unseriöses|unseriöse|unseriösem|unseriösen|unseriöser
unsicher	unsicheren|unsichere|unsicheres|unsicherem|unsichrer|unsicherer
Unsicherheit	Unsicherheiten
unsinnig	unsinnigen|unsinnigem|unsinniges|unsinniger|unsinnige
Unsitte	Unsitten
unsittlich	unsittliches|unsittlichem|unsittlicher|unsittliche|unsittlichen
unsozial	unsozialer|unsoziales|unsozialem|unsozialen|unsoziale
unsportlich	unsportlichem|unsportliches|unsportlichen|unsportlicher|unsportliche
Unstern	Unsterns|Unsterne|Unsternes
unstet	unstetem|unsteten|unsteter|unstete|unstetes
unstrukturiert	unstrukturierte|unstrukturierter|unstrukturierten|unstrukturiertes|unstrukturiertem
unsystematisch	unsystematischem|unsystematischen|unsystematischer|unsystematisches|unsystematische
unsäglich	unsägliche|unsäglicher|unsäglichen|unsäglichem|unsägliches
untadelig	untadeliger|untadelige|untadeliges|untadeligen|untadeligem
Untat	Untaten
untauglich	untauglichen|untauglicher|untauglichem|untaugliches|untaugliche
Unter	Unters|Untern
Unterart	Unterarten
unterbewerten	unterbewertend|unterbewertet|unterbewertest|unterbewerteten|unterbewertete|unterbewerte|unterbewertetet|unterbewertetest
unterbinden	unterbänden|unterbindet|unterbinde|unterbindend|unterbände|unterband|unterbändest|unterbandet|unterbunden|unterbandest|unterbanden|unterbändet|unterbindest
unterbrechen	unterbrochen|unterbräche|unterbrächen|unterbrich|unterbrechest|unterbracht|unterbrechend|unterbricht|unterbrachen|unterbrachst|unterbrichst|unterbrecht|unterbrächet|unterbrach|unterbreche|unterbrächest|unterbrechet
Unterbrechung	Unterbrechungen
unterbringen	unterzubringen|untergebracht|unterbringend
Unterdruck	Unterdrucks|Unterdrücken|Unterdrücke
unterdrücken	unterdrückt|unterdrückte|unterdrückten|unterdrücktet|unterdrückst|unterdrücktest|unterdrücket|unterdrück|unterdrückend|unterdrücke|unterdrückest
unterdrückt	unterdrückte|unterdrückten|unterdrücktem|unterdrücktes|unterdrückter
Unterdrückung	Unterdrückungen
unterdurchschnittlich	unterdurchschnittlichen|unterdurchschnittlicher|unterdurchschnittliches|unterdurchschnittlichem|unterdurchschnittliche
unterer	unteren|unterem|untere|unteres
Unterführung	Unterführungen
Untergang	Untergänge|Untergangs|Untergängen
untergehen	untergegangen|unterzugehen|untergehend
untergraben	untergräbst|untergrabet|untergrabend|untergrub|untergrüben|untergrabe|untergrabest|untergrubst|untergrübest|untergrübet|untergräbt|untergrübe|untergrubt|untergrab|untergruben|untergrabt
Untergrundbahn	Untergrundbahnen
Untergruppe	Untergruppen
Unterhalt	Unterhaltes|Unterhalts|Unterhalte
unterhalten	unterhielten|unterhaltend|unterhaltet|unterhielte|unterhieltet|unterhalte|unterhältst|unterhaltest|unterhält|unterhielt|unterhieltest
Unterhalter	Unterhaltern|Unterhalters
unterhaltsam	unterhaltsamem|unterhaltsamer|unterhaltsame|unterhaltsames|unterhaltsamen
Unterhaltung	Unterhaltungen
Unterhaus	Unterhauses|Unterhause|Unterhäuser|Unterhäusern
Unterhemd	Unterhemds|Unterhemde|Unterhemden|Unterhemdes
Unterholz	Unterhölzern|Unterhölzer|Unterholzes|Unterholze
Unterhose	Unterhosen
Unterhändler	Unterhändlern|Unterhändlers
unterjochen	unterjoche|unterjochten|unterjochte|unterjochtest|unterjocht|unterjochst|unterjochtet|unterjochest|unterjochet|unterjoch|unterjochend
Unterjochung	Unterjochungen
Unterklasse	Unterklassen
Unterkleid	Unterkleides|Unterkleide|Unterkleids|Unterkleidern|Unterkleider
unterkommen	untergekommen|unterzukommen|unterkommend
Unterkunft	Unterkünften|Unterkünfte
Unterlage	Unterlagen
unterlassen	unterlasse|unterließ|unterließen|unterlässt|unterlasst|unterlasset|unterließe|unterlass|unterlassend|unterließet|unterließt|unterlassest|unterließest
Unterlassung	Unterlassungen
Unterlauf	Unterläufe|Unterläufen|Unterlaufes|Unterlaufe
unterlaufen	unterlief|unterlieft|unterläuft|unterliefen|unterläufst|unterliefet|unterlaufend|unterzulaufen|unterlaufet|unterliefest|unterlauf|unterliefst|untergelaufen|unterlauft|unterlaufest|unterliefe|unterlaufe
unterlegen	unterlegtest|unterlegtet|unterlegenen|unterlegenem|unterlegener|unterlegt|unterleget|unterlegte|unterleg|unterlege|unterlegene|unterlegest|unterlegenes|unterlegst|unterlegten|unterlegend
Unterleib	Unterleibe|Unterleibern|Unterleiber|Unterleibes|Unterleibs
unterliegen	unterliegest|unterläget|unterlagen|unterliegt|unterliegend|unterlag|unterzuliegen|unterläge|unterlagst|unterlieg|unterlieget|unterlagt|unterliegst|unterliege|unterlägest|unterlägen|unterlegen
Unterlippe	Unterlippen
untermauern	untermauerest|untermauer|untermauertest|untermaurest|untermauerte|untermauerst|untermauret|untermauerten|untermauertet|untermauernd|untermauert|untermauere|untermaure|untermaueret
Unternehmen	Unternehmens
unternehmen	unternahm|unternähme|unternähmest|unternimm|unternehmend|unternimmt|unternahmen|unternommen|unternehmest|unternehmet|unternehme|unternimmst|unternahmt|unternehmt|unternähmen|unternahmst|unternähmet
Unternehmer	Unternehmers|Unternehmern
Unternehmung	Unternehmungen
Unteroffizier	Unteroffizieren|Unteroffiziere|Unteroffiziers
unterordnen	untergeordnet|unterordnend|unterzuordnen
unterprivilegiert	unterprivilegierten|unterprivilegiertes|unterprivilegiertem|unterprivilegierter|unterprivilegierte
Unterricht	Unterrichts|Unterrichtes|Unterrichte|Unterrichten
unterrichten	unterrichte|unterrichtet|unterrichtend|unterrichtete|unterrichtetest|unterrichteten|unterrichtest|unterrichtetet
Unterrichtung	Unterrichtungen
untersagen	untersagend|untersag|untersagst|untersage|untersagte|untersagtest|untersagten|untersagtet|untersagt|untersaget|untersagest
Untersatz	Untersatze|Untersätze|Untersätzen|Untersatzes
unterscheidbar	unterscheidbare|unterscheidbaren|unterscheidbarem|unterscheidbares|unterscheidbarer
Unterschenkel	Unterschenkels|Unterschenkeln
unterschieben	unterzuschieben|untergeschoben|unterschiebend
Unterschied	Unterschieds|Unterschiedes|Unterschiede|Unterschieden
unterschiedlich	unterschiedliche|unterschiedlicher|unterschiedlichen|unterschiedliches|unterschiedlichem
unterschlagen	unterschlügen|unterschlugt|unterschlugst|unterschlüget|unterschlagend|unterschlüge|unterschlaget|unterschlagt|unterschlägt|unterschlügest|unterschlug|unterschlägst|unterschlagest|unterschlugen|unterschlage|unterschlag
Unterschlagung	Unterschlagungen
Unterschlupf	Unterschlupfe|Unterschlüpfe|Unterschlupfes|Unterschlüpfen|Unterschlupfs|Unterschlupfen
unterschreiben	unterschriebst|unterschreib|unterschrieben|unterschrieb|unterschriebet|unterschreibt|unterschreibest|unterschreibe|unterschriebt|untergeschrieben|unterschreibet|unterschriebe|unterzuschreiben|unterschriebest|unterschreibend|unterschreibst
unterschreiten	unterschrittet|unterschritten|unterschritte|unterschrittest|unterschreite|unterschritt|unterschreitend|unterschreitet|unterschreitest
Unterschrift	Unterschriften
unterschwellig	unterschwelliger|unterschwelligen|unterschwellige|unterschwelligem|unterschwelliges
unterschätzen	unterschätztet|unterschätzet|unterschätzte|unterschätzten|unterschätze|unterschätzt|unterschätzest|unterschätztest|unterschätzend|unterschätz
Unterschätzung	Unterschätzungen
Unterseite	Unterseiten
untersetzen	untersetzest|untersetzt|untersetzend|unterzusetzen|untersetztet|untersetzet|untergesetzt|untersetztest|untersetze|untersetzten|untersetzte|untersetz
Untersetzer	Untersetzern|Untersetzers
untersetzt	untersetztem|untersetztes|untersetzten|untersetzte|untersetzter
unterstellen	unterstelle|unterstellst|unterstellten|unterstelltet|unterstell|unterzustellen|unterstellend|unterstellt|untergestellt|unterstellte|unterstelltest|unterstellest|unterstellet
Unterstellung	Unterstellungen
unterstreichen	unterstriche|unterstrichest|unterstreichst|unterstricht|unterstrich|unterstrichst|unterstreichet|unterstrichet|unterstreichest|unterstreichend|unterstrichen|unterstreich|unterstreicht|unterstreiche
unterstützen	unterstützet|unterstützten|unterstütz|unterstütze|unterstützend|unterstütztest|unterstützt|unterstütztet|unterstützest|unterstützte
Unterstützer	Unterstützern|Unterstützers
untersuchen	untersuchet|untersuchte|untersuch|untersucht|untersuchtet|untersuchtest|untersuchten|untersuchst|untersuche|untersuchest|untersuchend
Untertan	Untertanen|Untertans
untertauchen	untertauchend|unterzutauchen|untergetaucht
Unterteil	Unterteilen|Unterteiles|Unterteile|Unterteils
Untertitel	Untertiteln|Untertitels
Untertiteln	Untertitelns
Unterton	Untertones|Untertönen|Untertöne|Untertons|Untertone
untertreiben	untertreibend|untertrieb|untertreibe|untertriebt|untertreib|untertriebet|untertrieben|untertriebe|untertreibet|untertreibst|untertreibest|untertriebst|untertreibt|untertriebest
Untertreibung	Untertreibungen
unterweisen	unterweis|unterwies|unterwiesen|unterwiese|unterweisend|unterwiesest|unterweiset|unterweise|unterwiest|unterwieset|unterweisest|unterweist
unterwerfen	unterwarfst|unterwerfest|unterwirf|unterwerfet|unterwarfen|unterwerfe|unterwerft|unterwürfe|unterwerfend|unterwürfet|unterworfen|unterwürfen|unterwarft|unterwarf|unterwürfest|unterwirfst|unterwirft
Unterwerfung	Unterwerfungen
Unterwäsche	Unterwäschen
unterwürfig	unterwürfige|unterwürfiger|unterwürfigen|unterwürfiges|unterwürfigem
Unterwürfigkeit	Unterwürfigkeiten
unterzeichnen	unterzeichnetet|unterzeichne|unterzeichneten|unterzeichnend|unterzeichnetest|unterzeichnete|unterzeichnet|unterzeichnest
Unterzeichnung	Unterzeichnungen
unterziehen	unterziehend|unterziehe|unterzieh|unterzöge|unterzöget|unterziehest|unterzögen|unterzieht|unterzog|unterzögest|unterzogt|unterzogen|unterziehet|unterzogst|unterziehst
Untiefe	Untiefen
Untier	Untiere|Untieren|Untiers|Untieres
untreu	untreuer|untreue|untreuem|untreuen|untreues
untröstlich	untröstlichen|untröstliche|untröstlichem|untröstlicher|untröstliches
Untugend	Untugenden
untypisch	untypische|untypischer|untypischem|untypischen|untypisches
untätig	untätigem|untätiges|untätiger|untätige|untätigen
Untätigkeit	Untätigkeiten
untüchtig	untüchtige|untüchtiger|untüchtigem|untüchtiges|untüchtigen
unverantwortlich	unverantwortliche|unverantwortliches|unverantwortlichen|unverantwortlicher|unverantwortlichem
unverbesserlich	unverbesserlichem|unverbesserliche|unverbesserlicher|unverbesserliches|unverbesserlichen
unverbindlich	unverbindlichen|unverbindlichem|unverbindlicher|unverbindliche|unverbindliches
unverblümt	unverblümte|unverblümter|unverblümten|unverblümtem|unverblümtes
unverbraucht	unverbrauchtem|unverbrauchtes|unverbrauchter|unverbrauchte|unverbrauchten
unverbrüchlich	unverbrüchliche|unverbrüchlichen|unverbrüchlicher|unverbrüchlichem|unverbrüchliches
unverdächtig	unverdächtigem|unverdächtige|unverdächtiges|unverdächtiger|unverdächtigen
unvereinbar	unvereinbares|unvereinbarem|unvereinbarer|unvereinbare|unvereinbaren
unverfroren	unverfrorener|unverfrorenes|unverfrorenem|unverfrorenen|unverfrorene
unverhofft	unverhofften|unverhofftes|unverhoffter|unverhofftem|unverhoffte
unverkennbar	unverkennbaren|unverkennbarer|unverkennbare|unverkennbares|unverkennbarem
unverkäuflich	unverkäuflichem|unverkäufliches|unverkäufliche|unverkäuflicher|unverkäuflichen
unvermeidlich	unvermeidlichem|unvermeidlichen|unvermeidlicher|unvermeidliche|unvermeidliches
Unvermögen	Unvermögens
unvernünftig	unvernünftiges|unvernünftiger|unvernünftige|unvernünftigen|unvernünftigem
Unverschämtheit	Unverschämtheiten
unversöhnlich	unversöhnlichem|unversöhnlichen|unversöhnliches|unversöhnlicher|unversöhnliche
Unverträglichkeit	Unverträglichkeiten
unverzagt	unverzagte|unverzagten|unverzagter|unverzagtes|unverzagtem
unverzeihlich	unverzeihlichem|unverzeihlicher|unverzeihlichen|unverzeihliche|unverzeihliches
unveränderbar	unveränderbares|unveränderbare|unveränderbarem|unveränderbarer|unveränderbaren
unveränderlich	unveränderliche|unveränderlicher|unveränderlichen|unveränderlichem|unveränderliches
unvollkommen	unvollkommenes|unvollkommenen|unvollkommenem|unvollkommener|unvollkommene
unvollständig	unvollständige|unvollständiges|unvollständigen|unvollständigem|unvollständiger
Unvoreingenommenheit	Unvoreingenommenheiten
unvorhersagbar	unvorhersagbaren|unvorhersagbare|unvorhersagbarem|unvorhersagbares|unvorhersagbarer
unvorhersehbar	unvorhersehbaren|unvorhersehbares|unvorhersehbarer|unvorhersehbarem|unvorhersehbare
unvorteilhaft	unvorteilhaftes|unvorteilhafter|unvorteilhaftem|unvorteilhafte|unvorteilhaften
Unwahrheit	Unwahrheiten
unwahrscheinlich	unwahrscheinlichen|unwahrscheinlicher|unwahrscheinliches|unwahrscheinliche|unwahrscheinlichem
Unwetter	Unwetters|Unwettern
Unwiderlegbarkeit	Unwiderlegbarkeiten
unwiderstehlich	unwiderstehlichen|unwiderstehliches|unwiderstehlichem|unwiderstehliche|unwiderstehlicher
unwirklich	unwirkliche|unwirklicher|unwirkliches|unwirklichem|unwirklichen
unwirsch	unwirscher|unwirsches|unwirschen|unwirschem|unwirsche
unwirtlich	unwirtlichen|unwirtliches|unwirtlicher|unwirtlichem|unwirtliche
unwirtschaftlich	unwirtschaftlicher|unwirtschaftliches|unwirtschaftliche|unwirtschaftlichem|unwirtschaftlichen
unwissend	unwissendem|unwissender|unwissendes|unwissende|unwissenden
unwohl	unwohlen|unwohle|unwohler|unwohlem|unwohles
Unwägbarkeit	Unwägbarkeiten
unwürdig	unwürdiger|unwürdiges|unwürdigen|unwürdige|unwürdigem
Unzahl	Unzahlen
Unze	Unzen
Unzeit	Unzeiten
unzeitig	unzeitigem|unzeitigen|unzeitiges|unzeitige|unzeitiger
unzertrennlich	unzertrennliche|unzertrennlichem|unzertrennliches|unzertrennlichen|unzertrennlicher
unzivilisiert	unzivilisierter|unzivilisierte|unzivilisiertes|unzivilisierten|unzivilisiertem
unzugänglich	unzugängliche|unzugänglichen|unzugänglicher|unzugänglichem|unzugängliches
unzulänglich	unzulänglichem|unzulängliche|unzulänglichen|unzulänglicher|unzulängliches
Unzulänglichkeit	Unzulänglichkeiten
unzuverlässig	unzuverlässige|unzuverlässigen|unzuverlässiges|unzuverlässigem|unzuverlässiger
unzweideutig	unzweideutiges|unzweideutige|unzweideutigem|unzweideutiger|unzweideutigen
unzähmbar	unzähmbaren|unzähmbarer|unzähmbarem|unzähmbares|unzähmbare
unzüchtig	unzüchtigen|unzüchtiges|unzüchtiger|unzüchtige|unzüchtigem
unähnlich	unähnliche|unähnlichem|unähnlicher|unähnlichen|unähnliches
Unähnlichkeit	Unähnlichkeiten
unüberwindlich	unüberwindliche|unüberwindlicher|unüberwindliches|unüberwindlichen|unüberwindlichem
unüblich	unübliche|unüblicher|unüblichen|unüblichem|unübliches
Urbild	Urbilde|Urbildes|Urbilder|Urbildern|Urbilds
Ureinwohner	Ureinwohners|Ureinwohnern
Urgestein	Urgesteins|Urgesteines|Urgesteinen|Urgesteine
Urgroßmutter	Urgroßmüttern|Urgroßmütter
Urgroßvater	Urgroßväter|Urgroßvaters|Urgroßvätern
Urheber	Urhebers|Urhebern
Urheberschaft	Urheberschaften
Urin	Urine|Urins|Urinen
urinieren	urinieret|urinierest|uriniert|urinierst|urinierten|urinier|urinierend|uriniere|urinierte|uriniertest|uriniertet
Urkunde	Urkunden
Urkundenlehre	Urkundenlehren
Urlaub	Urlauben|Urlaubs|Urlaubes|Urlaube
Urlauber	Urlaubers|Urlaubern
